id_studenta;imię;nazwisko;uczelnia;miejsce_zam;rok_studiow;dochod_na_osobe
19;Daniel;Lisiecki;Uniwersytet Krolewski;Szczyrk;I;1867
565;Zofia;Ciechowska;Uniwersytet Krolewski;Szczyrk;II;2652
715;Andrzej;Kozlowski;Uniwersytet Krolewski;Szczyrk;I;2133
1238;Marcin;Kowalski;Uniwersytet Krolewski;Szczyrk;V;3197
1427;Jadwiga;Balcerowska;Uniwersytet Krolewski;Szczyrk;I;1158
537;Maria;Krasiczynska;Uniwersytet Krolewski;Tarnobrzeg;I;1623
1066;Artur;Wolicz;Uniwersytet Krolewski;Tarnobrzeg;I;2893
1291;Tadeusz;Terlecki;Uniwersytet Krolewski;Tarnobrzeg;II;546
1426;Kleopatra;Janska;Uniwersytet Krolewski;Tarnobrzeg;I;724
1435;Adelajda;Czerwinska;Uniwersytet Krolewski;Tarnobrzeg;III;2940
694;Irena;Ignaszewska;Uniwersytet Krolewski;Tarnow;I;1160
698;Kamil;Wieczorek;Uniwersytet Krolewski;Tarnow;IV;2065
963;Teresa;Wozniak;Uniwersytet Krolewski;Tarnow;II;3094
1170;Michal;Bujak;Uniwersytet Krolewski;Tarnow;I;1454
1193;Marcin;Cwikowski;Uniwersytet Krolewski;Tarnow;III;1144
1353;Bartosz;Bek;Uniwersytet Krolewski;Tarnow;I;669
1438;Alicja;Danek;Uniwersytet Krolewski;Tarnow;I;787
1531;Slawomir;Kominiarz;Uniwersytet Krolewski;Tarnow;V;1882
707;Lukasz;Kostosz;Uniwersytet Krolewski;Tarnowskie Gory;IV;1060
733;Marta;Czerny;Uniwersytet Krolewski;Tarnowskie Gory;I;394
1063;Damian;Wanad;Uniwersytet Krolewski;Tarnowskie Gory;I;1651
1124;Boguslawa;Ostrowska;Uniwersytet Krolewski;Tarnowskie Gory;V;2466
1196;Celina;Tomaszewska;Uniwersytet Krolewski;Tarnowskie Gory;V;872
229;Krystyna;Sekocinska;Uniwersytet Krolewski;Terespol;I;979
576;Tomasz;Gronus;Uniwersytet Krolewski;Terespol;V;389
38;Janusz;Figielski;Uniwersytet Krolewski;Tomaszow Lubelski;I;2223
387;Kamil;Kildarewicz;Uniwersytet Krolewski;Tomaszow Lubelski;I;1834
607;Zofia;Boska;Uniwersytet Krolewski;Tomaszow Lubelski;II;3037
944;Patrycja;Roman;Uniwersytet Krolewski;Torun;I;3345
1261;Wladyslaw;Olcha;Uniwersytet Krolewski;Torun;III;1117
1577;Beata;Tyliba;Uniwersytet Krolewski;Torun;IV;3223
1378;Wojciech;Kaminski;Uniwersytet Krolewski;Trzebinia;V;587
1507;Antoni;Rutkowski;Uniwersytet Krolewski;Trzebinia;I;3173
1514;Bronislaw;Chwala;Uniwersytet Krolewski;Trzebinia;I;1032
1616;Krzysztof;Chojnacki;Uniwersytet Krolewski;Trzebinia;I;2422
237;Szymon;Figurski;Uniwersytet Krolewski;Tworog;II;1496
240;Franciszek;Bebenek;Uniwersytet Krolewski;Tworog;I;2572
926;Fryderyka;Krzyskow;Uniwersytet Krolewski;Tworog;IV;2117
1239;Izaak;Gawron;Uniwersytet Krolewski;Tworog;I;1231
1463;Kinga;Winkler;Uniwersytet Krolewski;Tworog;I;2655
1484;Andrzej;Bawar;Uniwersytet Krolewski;Tworog;I;1189
606;Piotr;Jedruszczak;Uniwersytet Krolewski;Tychy;I;2995
900;Patrycja;Metz;Uniwersytet Krolewski;Tychy;I;1547
1157;Wiktoria;Wieczorek;Uniwersytet Krolewski;Tychy;V;2186
57;Ewelina;Korpet;Uniwersytet Krolewski;Ustron;V;2204
662;Michal;Otwinowski;Uniwersytet Krolewski;Ustron;I;2659
873;Aleksandra;Paluch;Uniwersytet Krolewski;Ustron;I;2456
1322;Maciej;Babicz;Uniwersytet Krolewski;Ustron;IV;1645
1389;Sonia;Kozubik;Uniwersytet Krolewski;Ustron;I;768
260;Franciszek;Laczynski;Uniwersytet Krolewski;Wadowice;V;2881
470;Pawel;Kowal;Uniwersytet Krolewski;Wadowice;V;3125
479;Zbigniew;Zajac;Uniwersytet Krolewski;Wadowice;V;1589
668;Kacper;Babinski;Uniwersytet Krolewski;Wadowice;I;831
682;Katarzyna;Garbacz;Uniwersytet Krolewski;Wadowice;I;2010
1243;Walenty;Rutkowski;Uniwersytet Krolewski;Wadowice;IV;890
1363;Marcin;Walczak;Uniwersytet Krolewski;Wadowice;V;2063
1332;Franciszek;Dziedzic;Uniwersytet Krolewski;Walce;I;2312
948;Bronislawa;Ludwig;Uniwersytet Krolewski;Warszawa;III;1400
1559;Halina;Malewska;Uniwersytet Krolewski;Warszawa;V;2999
665;Kacper;Luty;Uniwersytet Krolewski;Wodzislaw Slaski;III;3201
740;Stefan;Polanicki;Uniwersytet Krolewski;Wodzislaw Slaski;II;770
797;Maciej;Boni;Uniwersytet Krolewski;Wodzislaw Slaski;IV;2667
807;Przemyslaw;Kaczmarek;Uniwersytet Krolewski;Wodzislaw Slaski;III;1140
871;Magdalena;Jackowska;Uniwersytet Krolewski;Wodzislaw Slaski;I;3178
1297;Ewelina;Korczak;Uniwersytet Krolewski;Wodzislaw Slaski;I;2906
1487;Laura;Ochota;Uniwersytet Krolewski;Wodzislaw Slaski;I;1622
265;Karol;Mazurowski;Uniwersytet Krolewski;Wojkowice;IV;719
1331;Karol;Banach;Uniwersytet Krolewski;Wojkowice;I;2840
339;Mateusz;Bernacki;Uniwersytet Krolewski;Wroclaw;III;846
171;Szymon;Duda;Uniwersytet Krolewski;Zabrodzie;I;1160
728;Izabella;Bluza;Uniwersytet Krolewski;Zabrodzie;III;3258
1263;Jan;Kowalewicz;Uniwersytet Krolewski;Zabrodzie;I;2283
223;Katarzyna;Sokolowska;Uniwersytet Krolewski;Zakopane;III;2656
829;Adam;Krakowski;Uniwersytet Krolewski;Zakopane;I;2391
1022;Paulina;Barcik;Uniwersytet Krolewski;Zakopane;I;821
1143;Magdalena;Klekowska;Uniwersytet Krolewski;Zakopane;I;2511
907;Andrzej;Inny;Uniwersytet Krolewski;Zambrow;I;1525
1158;Patrycja;Borna;Uniwersytet Krolewski;Zambrow;II;1500
54;Klementyna;Bobkowicz;Uniwersytet Krolewski;Zawiercie;III;3056
585;Sara;Koterba;Uniwersytet Krolewski;Zawiercie;I;1389
684;Amadeusz;Bartosik;Uniwersytet Krolewski;Zawiercie;I;607
976;Filip;Harazim;Uniwersytet Krolewski;Zawiercie;I;883
1059;Natalia;Kosciuszko;Uniwersytet Krolewski;Zawiercie;I;1628
1153;Zofia;Glapa;Uniwersytet Krolewski;Zawiercie;I;600
710;Alicja;Cygan;Uniwersytet Krolewski;Zielona Gora;I;2578
224;Jerzy;Kielski;Uniwersytet Krolewski;Zory;I;1258
1106;Marta;Arast;Uniwersytet Krolewski;Zory;I;1470
1445;Jan;Witaszczyk;Uniwersytet Krolewski;Zory;V;973
573;Zachariasz;Msciwujewski;Uniwersytet Krolewski;Zyrardow;II;3044
164;Jan;Babul;Uniwersytet Krolewski;Zywiec;I;2720
624;Katarzyna;Oleksy;Uniwersytet Krolewski;Zywiec;I;2117
450;Krzysztof;Lipinski;Uniwersytet Muzyczny;Naleczow;I;2635
927;Ewa;Sochacka;Uniwersytet Muzyczny;Nowy Targ;I;2333
221;Beata;Mikolajczyk;Uniwersytet Muzyczny;Otmuchow;I;2862
998;Kacper;Berkowski;Uniwersytet Muzyczny;Otmuchow;I;1127
1380;Wincenty;Pohorecki;Uniwersytet Muzyczny;Pyrzowice;II;1619
39;Henryk;Klosinski;Uniwersytet Muzyczny;Rabka;I;1611
26;Sylwester;Jarecki;Uniwersytet Muzyczny;Sanok;IV;3222
983;Slawomir;Afganski;Uniwersytet Muzyczny;Wolbrom;II;1583
1488;Ewelina;Chojna;Uniwersytet Pedagogiczny;Alwernia;I;355
949;Wojciech;Iwanski;Uniwersytet Pedagogiczny;Bezledy;II;2580
501;Janusz;Bokowski;Uniwersytet Pedagogiczny;Bielsko - Biala;I;2891
185;Walery;Szurkowski;Uniwersytet Pedagogiczny;Brzeg Dolny;IV;352
30;Karol;Krol;Uniwersytet Pedagogiczny;Brzesko;I;365
1411;Patrycja;Fleisch;Uniwersytet Pedagogiczny;Bytom;I;585
312;Barbara;Wszedobyl;Uniwersytet Pedagogiczny;Chalupki;I;1182
276;Franciszek;Kusch;Uniwersytet Pedagogiczny;Deblin;V;1802
931;Roza;Labaziewicz;Uniwersytet Pedagogiczny;Dlugopole-Zdroj;II;2958
473;Jan;Kozak;Uniwersytet Pedagogiczny;Elk;III;3021
772;Miroslawa;Czarnoleska;Uniwersytet Pedagogiczny;Elk;I;466
993;Bronislaw;Hubertus;Uniwersytet Pedagogiczny;Gieraltowice;I;2912
1519;Janusz;Kowalonek;Uniwersytet Pedagogiczny;Gliwice;II;1974
107;Marcin;Bacz;Uniwersytet Pedagogiczny;Gorzow Wielkopolski;I;2973
1611;Roza;Zawodna;Uniwersytet Pedagogiczny;Gostyn;III;2291
556;Piotr;Cholewa;Uniwersytet Pedagogiczny;Hrebenne;II;2318
324;Andrzej;Knot;Uniwersytet Pedagogiczny;Jastrzebie-Zdroj;I;356
1349;Przemyslaw;Dobrzynski;Uniwersytet Pedagogiczny;Jedrzejow;I;2648
947;Agnieszka;Stachowiak;Uniwersytet Pedagogiczny;Katowice;I;3199
1518;Jakub;Grzybowski;Uniwersytet Pedagogiczny;Kielce;I;2915
702;Juliusz;Wozniak;Uniwersytet Pedagogiczny;Koniakow;I;1523
336;Kacper;Wozniak;Uniwersytet Pedagogiczny;Lublin;V;1897
340;Anna;Cender;Uniwersytet Pedagogiczny;Miechow;I;2190
1451;Karolina;Rogowska;Uniwersytet Pedagogiczny;Oborniki;I;3050
77;Mariola;Barszczon;Uniwersytet Pedagogiczny;Oswiecim;I;2664
1367;Dominik;Zelechowski;Uniwersytet Pedagogiczny;Pilica;I;2926
613;Wojciech;Janocha;Uniwersytet Pedagogiczny;Piwniczna-Zdroj;II;3289
1185;Jolanta;Dworek;Uniwersytet Pedagogiczny;Pulawy;I;2126
1341;Krystian;Szatylowicz;Uniwersytet Pedagogiczny;Radom;V;2564
51;Gerard;Graczynski;Uniwersytet Pedagogiczny;Rogoznik;I;1573
1327;Zbigniew;Rodek;Uniwersytet Pedagogiczny;Ruda Slaska;II;1357
1547;Edyta;Rebajn;Uniwersytet Pedagogiczny;Rybnik;I;801
584;Anna;Antosiewicz;Uniwersytet Pedagogiczny;Siemianowice Slaskie;I;569
1175;Tomasz;Aniol;Uniwersytet Pedagogiczny;Siemianowice Slaskie;II;1824
664;Bozena;Sowa;Uniwersytet Pedagogiczny;Siewierz;I;691
1614;Adam;Sasimski;Uniwersytet Pedagogiczny;Siewierz;I;2957
1434;Adrian;Badera;Uniwersytet Pedagogiczny;Slawkow;I;2481
269;Adam;Michalak;Uniwersytet Pedagogiczny;Sosnicowice;I;1259
869;Alicja;Cichocka;Uniwersytet Pedagogiczny;Sosnowiec;I;780
73;Katarzyna;Kausek;Uniwersytet Pedagogiczny;Strzelce Opolskie;I;847
485;Irena;Tarnowska;Uniwersytet Pedagogiczny;Suwalki;I;2158
847;Roman;Aronowski;Uniwersytet Pedagogiczny;Swietochlowice;I;1576
1395;Henryka;Blizna;Uniwersytet Pedagogiczny;Swietochlowice;II;3006
172;Anna;Bialowas;Uniwersytet Pedagogiczny;Szczekociny;I;1544
1131;Aniela;Dymek;Uniwersytet Pedagogiczny;Trzebinia;IV;2207
1136;Tomasz;Janowski;Uniwersytet Pedagogiczny;Trzebinia;II;2163
569;Aleksy;Dudek;Uniwersytet Pedagogiczny;Tychy;II;2544
690;Wanda;Rossudowska;Uniwersytet Pedagogiczny;Tychy;II;2554
1512;Katarzyna;Ogrodniczak;Uniwersytet Pedagogiczny;Warszawa;III;1421
1093;Martyna;Lamorska;Uniwersytet Pedagogiczny;Wisla;I;740
1013;Mateusz;Wolny;Uniwersytet Pedagogiczny;Wlodowice;V;1240
1020;Kamil;Kozlowski;Uniwersytet Pedagogiczny;Wolbrom;V;843
1219;Anna;Konieczna;Uniwersytet Pedagogiczny;Wroclaw;III;992
1156;Tomasz;Gates;Uniwersytet Rolniczy;Alwernia;II;1421
958;Jan;Kamyk;Uniwersytet Rolniczy;Bielsko - Biala;I;2899
1211;Klaudiusz;Sokolowski;Uniwersytet Rolniczy;Bytom;III;1207
1495;Zbigniew;Milion;Uniwersytet Rolniczy;Bytom;II;545
169;Janusz;Wysocki;Uniwersytet Rolniczy;Chorzow;I;1191
555;Tomasz;Muc;Uniwersytet Rolniczy;Cieszyn;IV;1243
349;Zofia;Kajzer;Uniwersytet Rolniczy;Debowiec;II;905
1241;Joanna;Nowak;Uniwersytet Rolniczy;Dobre Miasto;I;2178
287;Bronislawa;Chmielewska;Uniwersytet Rolniczy;Glubczyce;IV;2931
996;Szymon;Wcislowski;Uniwersytet Rolniczy;Gryfice;II;1444
1483;Alicja;Chrzan;Uniwersytet Rolniczy;Halinow;I;1489
83;Jaroslaw;Firek;Uniwersytet Rolniczy;Jaslo;IV;2697
1125;Celina;Bekasiewicz;Uniwersytet Rolniczy;Jaslo;I;1526
804;Wislawa;Maciejewska;Uniwersytet Rolniczy;Jastrzebie-Zdroj;IV;3031
218;Maciej;Mijak;Uniwersytet Rolniczy;Katowice;V;2408
529;Wanda;Pacula;Uniwersytet Rolniczy;Katowice;II;2350
189;Kacper;Slawinski;Uniwersytet Rolniczy;Kedzierzyn-Kozle;III;1901
1244;Roman;Jarosz;Uniwersytet Rolniczy;Kepice;III;2129
135;Krzysztof;Krzesinski;Uniwersytet Rolniczy;Kety;I;2586
118;Jakub;Socha;Uniwersytet Rolniczy;Kielce;I;2025
1398;Arnold;Bandera;Uniwersytet Rolniczy;Kielce;I;500
663;Lechoslawa;Burcz;Uniwersytet Rolniczy;Kobylin-Borzymy;III;2874
281;Aleksander;Ogonowski;Uniwersytet Rolniczy;Koniakow;I;1229
936;Wiktor;Buchta;Uniwersytet Rolniczy;Krosno;III;1652
272;Renata;Kaluza;Uniwersytet Rolniczy;Kuznia Raciborska;II;2790
472;Adam;Grabczak;Uniwersytet Rolniczy;Limanowa;IV;1116
462;Aleksander;Adamczyk;Uniwersytet Rolniczy;Mirow;V;1260
811;Adam;Skalny;Uniwersytet Rolniczy;Myslowice;III;426
887;Stefan;Kalinowski;Uniwersytet Rolniczy;Myslowice;II;1932
1294;Izabella;Wreczycka;Uniwersytet Rolniczy;Nowy Sacz;V;1873
106;Kazimierz;Sycowski;Uniwersytet Rolniczy;Nowy Targ;I;2331
575;Anastazja;Litwin;Uniwersytet Rolniczy;Nowy Targ;I;889
209;Zofia;Bujak;Uniwersytet Rolniczy;Ogrodzieniec;II;2484
347;Jan;Krzyzewski;Uniwersytet Rolniczy;Ogrodzieniec;II;1379
1385;Marek;Poludniak;Uniwersytet Rolniczy;Piechowice;V;1569
431;Justyna;Firlej;Uniwersytet Rolniczy;Prudnik;I;1919
193;Alina;Batorek;Uniwersytet Rolniczy;Pszczyna;I;1309
932;Artur;Blotny;Uniwersytet Rolniczy;Raciborz;I;1641
680;Anna;Barciszewska;Uniwersytet Rolniczy;Rogoznik;I;709
1092;Anna;Witek;Uniwersytet Rolniczy;Ruda Slaska;I;2729
1460;Zofia;Mazowiecka;Uniwersytet Rolniczy;Ruda Slaska;II;1965
1259;Karol;Furmanik;Uniwersytet Rolniczy;Rzeszow;I;2387
1300;Edmund;Malborski;Uniwersytet Rolniczy;Rzeszow;I;681
591;Roman;Banasik;Uniwersytet Rolniczy;Sanok;I;2845
280;Beata;Jasinska;Uniwersytet Rolniczy;Siemianowice Slaskie;I;968
622;Celina;Dobrzanska;Uniwersytet Rolniczy;Siewierz;I;3324
546;Maria;Kolka;Uniwersytet Rolniczy;Sosnicowice;II;790
557;Antoni;Chmielacz;Uniwersytet Rolniczy;Strzelce Opolskie;I;2952
1068;Adam;Babecki;Uniwersytet Rolniczy;Strzelce Opolskie;I;2536
754;Alina;Wolowiec;Uniwersytet Rolniczy;Sucha Beskidzka;I;2760
363;Kamil;Tokarz;Uniwersytet Rolniczy;Szczecinek;V;880
795;Angelika;Bartusiak;Uniwersytet Rolniczy;Tarnobrzeg;III;365
646;Felicja;Ostrowska;Uniwersytet Rolniczy;Tarnowskie Gory;II;2466
738;Agnieszka;Mordak;Uniwersytet Rolniczy;Tworog;II;3292
296;Mateusz;Swierszczynski;Uniwersytet Rolniczy;Ustron;V;3080
692;Bartosz;Ziolkowski;Uniwersytet Rolniczy;Wodzislaw Slaski;I;3056
870;Jolanta;Kukulska;Uniwersytet Rolniczy;Wolbrom;I;2523
1173;Seweryn;Kubica;Uniwersytet Rolniczy;Zakopane;II;2831
1286;Anna;Potocka;Uniwersytet Rolniczy;Zakopane;I;1593
602;Ewa;Barek;Uniwersytet Sportu i Turystyki;Alwernia;I;2880
53;Gabriela;Kawka;Uniwersytet Sportu i Turystyki;Bezledy;II;2273
542;Marcin;Grabysz;Uniwersytet Sportu i Turystyki;Bielsko - Biala;I;2125
1343;Adam;Piotrowski;Uniwersytet Sportu i Turystyki;Bochnia;V;3121
227;Joanna;Dymna;Uniwersytet Sportu i Turystyki;Chorzow;I;2137
1048;Hanna;Aleksy;Uniwersytet Sportu i Turystyki;Ciechanow;I;3031
1405;Zygmunt;Augustyniak;Uniwersytet Sportu i Turystyki;Deblin;II;2006
1253;Ireneusz;Banaszkiewicz;Uniwersytet Sportu i Turystyki;Gieraltowice;I;1251
1587;Mateusz;Szwaja;Uniwersytet Sportu i Turystyki;Glubczyce;I;649
792;Boleslawa;Sarna;Uniwersytet Sportu i Turystyki;Gryfice;V;1915
411;Barbara;Przybylek;Uniwersytet Sportu i Turystyki;Izbica Kujawska;III;2187
81;Nikodem;Nowicki;Uniwersytet Sportu i Turystyki;Jejkowice;V;1703
818;Pawel;Guzik;Uniwersytet Sportu i Turystyki;Jejkowice;II;596
1191;Kinga;Pisarska;Uniwersytet Sportu i Turystyki;Jejkowice;I;2716
322;Marzena;Skrzypek;Uniwersytet Sportu i Turystyki;Lazy;V;2409
58;Radomila;Bojka;Uniwersytet Sportu i Turystyki;Ledziny;III;1403
1054;Dorota;Roos;Uniwersytet Sportu i Turystyki;Ledziny;I;852
943;Frydryk;Alancki;Uniwersytet Sportu i Turystyki;Miedzyrzecze;III;2855
1087;Henryk;Macutkiewicz;Uniwersytet Sportu i Turystyki;Myslowice;III;2086
422;Jadwiga;Bober;Uniwersytet Sportu i Turystyki;Naleczow;IV;3025
195;Czeslaw;Kos;Uniwersytet Sportu i Turystyki;Ogrodzieniec;I;1980
679;Sandra;Swiatek;Uniwersytet Sportu i Turystyki;Ogrodzieniec;I;2456
1180;Izabella;Olszewska;Uniwersytet Sportu i Turystyki;Opole;I;2183
656;Krzysztof;Siemion;Uniwersytet Sportu i Turystyki;Radom;V;2344
24;Augustyna;Swierkowska;Uniwersytet Sportu i Turystyki;Rajcza;IV;1489
1571;Piotr;Chwalek;Uniwersytet Sportu i Turystyki;Rajcza;I;982
334;Barbara;Solska;Uniwersytet Sportu i Turystyki;Rogoznik;I;678
18;Alojzy;Wolak;Uniwersytet Sportu i Turystyki;Rybnik;IV;1767
208;Janusz;Chmielowski;Uniwersytet Sportu i Turystyki;Rybnik;I;2349
55;Artur;Bartoszewicz;Uniwersytet Sportu i Turystyki;Slawkow;I;2177
1102;Natasza;Duda;Uniwersytet Sportu i Turystyki;Sopot;III;2125
384;Ewa;Skrzeliczka;Uniwersytet Sportu i Turystyki;Sosnowiec;I;2312
1100;Agnieszka;Kaczmarczyk;Uniwersytet Sportu i Turystyki;Sosnowiec;I;2348
60;Jerzy;Przybylski;Uniwersytet Sportu i Turystyki;Swietochlowice;I;979
84;Grzegorz;Podsiadly;Uniwersytet Sportu i Turystyki;Swietochlowice;I;1454
1329;Marek;Liderski;Uniwersytet Sportu i Turystyki;Swietochlowice;I;2536
1370;Patrycja;Majka;Uniwersytet Sportu i Turystyki;Swietochlowice;I;783
878;Grzegorz;Jaworski;Uniwersytet Sportu i Turystyki;Tarnowskie Gory;I;2185
62;Teresa;Bajerska;Uniwersytet Sportu i Turystyki;Tworog;II;3010
15;Matylda;Zielinska;Uniwersytet Sportu i Turystyki;Wisla;I;2949
236;Walenty;Kaczor;Uniwersytet Sportu i Turystyki;Wisla;II;520
380;Piotr;Banalow;Uniwersytet Sportu i Turystyki;Zamosc;I;1025
211;Bozena;Symanska;Uniwersytet Sportu i Turystyki;Zawiercie;III;873
1293;Jacek;Huzar;Wyzsza Szkoła Techniczna;Chorzow;V;1559
409;Jan;Urbanski;Wyzsza Szkoła Techniczna;Czestochowa;I;2124
849;Andrzej;Bilinski;Wyzsza Szkoła Techniczna;Dobre Miasto;I;1048
1493;Paulina;Malecka;Wyzsza Szkoła Techniczna;Gieraltowice;I;2037
1400;Alicja;Gorniak;Wyzsza Szkoła Techniczna;Gorki Male;I;658
823;Robert;Kasa;Wyzsza Szkoła Techniczna;Kedzierzyn-Kozle;I;2535
408;Ewa;Gruszczynska;Wyzsza Szkoła Techniczna;Olkusz;I;3337
1336;Jaroslaw;Matusz;Wyzsza Szkoła Techniczna;Rybnik;V;2156
1224;Anna;Miecznikowska;Wyzsza Szkoła Techniczna;Rzeszow;V;955
17;Natalia;Barton;Wyzsza Szkoła Techniczna;Sosnowiec;I;409
261;Korneliusz;Adamecki;Wyzsza Szkoła Techniczna;Sucha Beskidzka;III;1726
709;Natasza;Konewka;Wyzsza Szkoła Techniczna;Szczekociny;V;2056
1271;Rafal;Kucharski;Wyzsza Szkoła Techniczna;Tychy;II;1345
633;Pawel;Jasiak;Wyzsza Szkoła Techniczna;Wloclawek;I;3277
1047;Danuta;Kowalczyk;Wyzsza Szkoła Techniczna;Wroclaw;V;2844
